rainfall,river_level,soil_moisture,land_slope,population_density,flood_risk
149.81604753894499,10.468227349436239,62.899690871269456,38.89541724466932,2163.601092602713,0
380.2857225639665,9.879151962879993,80.40742469749898,10.343181726309973,2064.976183195252,1
292.797576724562,36.250183220841464,77.01206973426193,52.343673801288894,296.3050540034394,2
239.46339367881464,9.981847993980244,31.54249285203303,36.78697434415449,2768.491490668342,1
62.407456176974605,10.87798904514524,31.19371023061054,9.432233013417255,1709.7318844488907,1
62.39780813448106,30.37593049671855,40.1130775808685,57.74028344887241,1097.5393081956959,1
23.233444867279786,17.9895936980216,47.080604475577786,31.10192780011924,2272.050364650967,0
346.47045830997405,31.068422278207247,50.63416860563619,4.3739071122993,779.5227206208858,2
240.4460046972835,2.6146463025754096,70.9772912625009,37.60997426490403,2083.594412768498,1
283.2290311184182,19.502847746935373,24.251032412437656,15.191934420768614,128.7365106410192,1
8.233797718320979,1.3445440073313053,22.600452816954977,48.22160711263815,2519.830032451723,0
387.96394086479773,2.506128138214181,49.39329222079318,49.06932441397144,1350.0308325937422,1
332.9770563201687,36.25749813377644,72.28727691034854,58.736841351279715,1913.7118139302459,2
84.93564427131047,5.5698148447038065,34.50765072173619,30.112171861470223,671.5010812219841,0
72.72998688284025,21.296827291008682,68.11283609421888,27.297412783664228,2034.4504008487595,1
73.36180394137352,16.443824104028263,39.48711034552246,45.20853632678884,2318.998424920897,0
121.69689718381508,13.893733050353706,86.45645816101373,7.948239380515593,1424.9074287843523,1
209.90257265289515,35.9933338274909,87.17674581999624,32.81493082758745,1857.003502944765,2
172.7780074568463,0.87293587101958,42.296540321099485,32.77485600785106,1374.4145122289717,0
116.49165607921677,26.551587447023564,37.24953154724304,5.3683873686232335,2683.333194080958,1
244.7411578889518,38.535777368542014,50.847797904967344,25.079045130414816,1498.6288497378143,2
55.797544260816736,22.40672733847368,38.03986888851115,51.19708791403212,2527.0080399961685,1
116.85785941408726,37.472898481323675,70.42878824687777,51.36921731967961,2406.0426542280434,1
146.5447373174767,2.0903151714409507,81.95485134112141,5.95425989518086,1237.409415831586,1
182.42799368681437,16.751732762966455,70.48190981834128,5.443252964869851,697.9526306538504,1
314.07038455720544,10.406311638482046,81.82628354370121,15.761728620116118,1224.1855763537153,1
79.8695128633439,29.23283859922919,49.77441216556056,52.48596375323961,2480.3899535679084,1
205.69377536544465,39.25188361988987,31.723772803164564,7.734155104409936,690.6212820999831,2
236.965827544817,10.261202497769911,75.34632105481941,43.19980815764678,1578.0646741146704,1
18.58016508799909,26.166984058962978,47.035587885616536,6.069937176786193,2420.229276402635,1
243.01794076057536,7.923905310389605,70.34531189218494,37.38827122486952,1066.8976506338527,1
68.20964947491662,22.613210182864396,40.298295648632426,21.364037947148688,1930.2068146380652,1
26.020637194111806,18.557299467533447,26.09222261050045,47.33483777795202,744.4384064059554,0
379.5542149013333,38.88021318526148,94.44363466158225,14.021426929521816,336.74554165079815,2
386.25281322982374,24.341090907858664,31.715113094794944,38.35210976339759,2385.2088330276406,1
323.35893924658444,13.980254883472751,94.13157454726108,14.140952074553097,305.9161839920334,2
121.84550766934828,4.563831395517335,93.29599494248355,42.81961698672923,821.4303712879579,0
39.06884560255355,6.049873149397382,79.53635779310298,52.420682073644926,2566.777171772346,1
273.69321060486277,9.012677198049403,69.45672215614982,7.608107947605602,1045.943168365215,1
176.06099749584052,10.03866645361192,63.33552876883135,51.995741315730214,2919.4055950473416,1
48.815293937911534,34.024642313645515,84.9576159033376,35.61451526485788,2939.4056609738404,1
198.07076404450808,22.448911531300997,41.7079641214616,7.626629452021438,812.1453011561346,1
13.755408446087358,20.935636454974656,55.07609093636578,25.652511321582722,132.52488452717245,0
363.7281608315128,4.590754874768699,66.45424770248763,9.651617609105873,2118.1392197740834,1
103.51199264000677,34.4055877339774,50.83928569021183,42.02087333199417,1358.4496429185476,1
265.0089137415928,28.91257212833935,52.0614840567701,45.53208806507698,311.2510034391331,1
124.68443043576438,2.7067344760000633,44.77135006265633,6.347791216367938,2125.493228744348,1
208.0272084711243,28.313403889190745,62.3173862513402,30.36839116167866,103.21297824464446,1
218.68411173731187,21.741528693705842,83.7930896011337,48.87750336155503,2611.888104571804,1
73.94178221021082,3.26901382987113,35.11462835047347,56.16978249305979,424.5710620487781,0
387.83385110582344,18.332025661146258,90.0824779065081,30.8110720045062,390.6625174527078,1
310.05312934444584,19.387851485201878,71.68157403111722,57.01675341668442,535.2601709260678,1
375.7995766256756,6.63098160653103,81.74549095100227,32.141338227361786,2881.196411891279,1
357.93094017105955,37.82792588001129,61.714301947250874,23.65142967599448,2082.5763871589998,2
239.15999152443405,33.99901485922648,78.46375260680476,50.892187713173726,2406.100891036274,2
368.74969400924675,26.760893493164332,21.21502980046004,29.578962627485343,1198.9286073409314,2
35.3970008207678,18.491822440024286,81.37853185846514,28.31415063387138,1015.5750552398171,1
78.39314496765807,16.470621663380342,23.010414431402488,29.418749364589697,711.1071802816781,1
18.090915564215226,26.038938686038165,86.74350322721469,50.80710011218472,1447.1376046541027,1
130.13213230530573,21.817274776276218,94.39720604289825,49.91649250128313,1659.9679132671638,1
155.4709158757928,2.4909242352754246,42.055059663258334,24.211199546412672,1899.0067825217386,0
108.53961270955837,20.500105950813268,35.773891721434524,19.9979915922315,778.7843269560966,1
331.4950036607717,32.25614468931358,77.40225228935304,29.515681442347756,2846.475701899942,2
142.70133067743572,18.36959510387832,38.97697556901899,34.36635058422654,517.5779096393362,1
